epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
87,64496.9,0.01453,0.4872,0.01946,0.69632,0.59946,0.52563,0.52534,0.00567,0.41295,0.01559,0.001486,0.001486,0.001486
88,65183.7,0.01509,0.48764,0.02019,0.69712,0.6003,0.52298,0.5227,0.00551,0.41117,0.01495,0.001387,0.001387,0.001387
89,65852,0.01172,0.46012,0.01618,0.69396,0.60064,0.52298,0.5227,0.00552,0.40824,0.01518,0.001288,0.001288,0.001288
90,66590.4,0.01471,0.46018,0.01986,0.69699,0.60093,0.52045,0.52013,0.00539,0.40794,0.01493,0.001189,0.001189,0.001189
91,67365.4,0.00584,0.31536,0.01351,0.69471,0.59866,0.52199,0.52168,0.00506,0.40728,0.01432,0.00109,0.00109,0.00109
92,68132.6,0.00314,0.28295,0.00667,0.69889,0.60091,0.52419,0.52388,0.00479,0.40571,0.01377,0.000991,0.000991,0.000991
93,68898.7,0.00286,0.2889,0.00605,0.69714,0.60064,0.52305,0.52274,0.00452,0.40551,0.0131,0.000892,0.000892,0.000892
94,69664,0.00248,0.2558,0.00505,0.70112,0.60065,0.52364,0.52333,0.0043,0.40453,0.01254,0.000793,0.000793,0.000793
95,70408.4,0.00246,0.24353,0.00512,0.70199,0.60176,0.52648,0.52618,0.00405,0.40397,0.01197,0.000694,0.000694,0.000694
96,71149.8,0.00226,0.2256,0.00471,0.70142,0.60152,0.52639,0.52608,0.0039,0.40432,0.01157,0.000595,0.000595,0.000595
97,71892.2,0.00219,0.20514,0.00446,0.70009,0.60122,0.52497,0.52466,0.00356,0.40558,0.01067,0.000496,0.000496,0.000496
98,72626.7,0.00208,0.18552,0.00418,0.69826,0.59916,0.52482,0.52454,0.00345,0.40666,0.0103,0.000397,0.000397,0.000397
99,73312.4,0.00194,0.18237,0.00393,0.6945,0.60146,0.52656,0.52628,0.00337,0.40836,0.01005,0.000298,0.000298,0.000298
100,73965.7,0.00198,0.15195,0.00398,0.6884,0.59916,0.5241,0.52381,0.00328,0.4109,0.00976,0.000199,0.000199,0.000199
