epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
78,12430.5,0.02325,0.37705,0.0252,0.79804,0.65524,0.61654,0.61637,0.0071,0.49097,0.01942,0.002377,0.002377,0.002377
79,12589.3,0.0215,0.38022,0.02279,0.77851,0.66838,0.62115,0.62098,0.00608,0.49208,0.01678,0.002278,0.002278,0.002278
80,12747.4,0.02154,0.36827,0.02198,0.78388,0.67907,0.62426,0.62407,0.00616,0.50011,0.0166,0.002179,0.002179,0.002179
81,12906,0.01967,0.35354,0.02056,0.77664,0.66444,0.6172,0.61704,0.00605,0.5109,0.01622,0.00208,0.00208,0.00208
82,13064.5,0.01759,0.35454,0.01947,0.78056,0.66343,0.6173,0.61715,0.00742,0.5211,0.01872,0.001981,0.001981,0.001981
83,13223,0.01961,0.35677,0.02266,0.77822,0.65981,0.61341,0.61323,0.00694,0.52885,0.01753,0.001882,0.001882,0.001882
84,13381.2,0.01673,0.33956,0.01869,0.78409,0.66164,0.61446,0.61429,0.00616,0.52752,0.01624,0.001783,0.001783,0.001783
85,13539.7,0.0159,0.32853,0.01772,0.77864,0.65864,0.61047,0.61026,0.00564,0.5287,0.01548,0.001684,0.001684,0.001684
86,13697.8,0.01658,0.34326,0.01939,0.78666,0.67343,0.62118,0.62099,0.00533,0.5287,0.01475,0.001585,0.001585,0.001585
87,13856,0.015,0.30875,0.01713,0.79288,0.67168,0.62374,0.62357,0.00505,0.52787,0.01382,0.001486,0.001486,0.001486
88,14014.4,0.01352,0.31282,0.01547,0.78779,0.66093,0.61473,0.61455,0.00487,0.53658,0.01362,0.001387,0.001387,0.001387
89,14172.8,0.01248,0.32134,0.01422,0.78267,0.65932,0.61167,0.61138,0.00466,0.54522,0.0132,0.001288,0.001288,0.001288
90,14331.4,0.01153,0.30136,0.01353,0.78988,0.65419,0.6078,0.60755,0.00466,0.55453,0.01326,0.001189,0.001189,0.001189
91,14492.4,0.0066,0.12664,0.01302,0.7963,0.66143,0.6132,0.61295,0.00471,0.5636,0.01344,0.00109,0.00109,0.00109
92,14651.9,0.00677,0.10113,0.01223,0.79843,0.66589,0.61552,0.61527,0.00458,0.57116,0.01327,0.000991,0.000991,0.000991
93,14816,0.0052,0.08661,0.00877,0.79481,0.66223,0.61494,0.61474,0.0042,0.57946,0.01227,0.000892,0.000892,0.000892
94,14982.7,0.00498,0.08549,0.00831,0.79994,0.66113,0.61651,0.61631,0.00401,0.58716,0.01185,0.000793,0.000793,0.000793
95,15145.9,0.00429,0.0787,0.00786,0.79928,0.66814,0.62315,0.62293,0.00399,0.59644,0.01183,0.000694,0.000694,0.000694
96,15310.2,0.00398,0.06525,0.007,0.80146,0.6649,0.62206,0.62188,0.00366,0.60202,0.01091,0.000595,0.000595,0.000595
97,15471.8,0.00346,0.05419,0.00622,0.79237,0.66646,0.62433,0.62416,0.00348,0.60975,0.01043,0.000496,0.000496,0.000496
98,15634.2,0.00309,0.05188,0.00563,0.79378,0.66044,0.61985,0.61966,0.00329,0.61757,0.00994,0.000397,0.000397,0.000397
99,15797.2,0.00289,0.0585,0.00543,0.78945,0.66253,0.62093,0.62073,0.00314,0.62524,0.00955,0.000298,0.000298,0.000298
100,15959.3,0.00261,0.04631,0.00504,0.79187,0.66289,0.62068,0.62048,0.00301,0.6348,0.0092,0.000199,0.000199,0.000199
