epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
62,12547.2,0.04054,0.24597,0.04211,0.97674,0.97862,0.97155,0.97152,0.00684,0.10229,0.01505,0.003961,0.003961,0.003961
63,12746.6,0.04208,0.24212,0.04229,0.97678,0.97786,0.97126,0.97122,0.00628,0.09916,0.01397,0.003862,0.003862,0.003862
64,12946,0.04118,0.22724,0.04236,0.97833,0.97939,0.97072,0.97069,0.00641,0.09628,0.01447,0.003763,0.003763,0.003763
65,13144.8,0.038,0.21926,0.03926,0.97814,0.97939,0.97107,0.97103,0.01084,0.10344,0.02021,0.003664,0.003664,0.003664
66,13344.5,0.04086,0.21739,0.04165,0.97828,0.97939,0.97126,0.97123,0.00963,0.10029,0.01781,0.003565,0.003565,0.003565
67,13543.7,0.0378,0.21173,0.03893,0.97669,0.97786,0.97123,0.9712,0.00451,0.09176,0.01197,0.003466,0.003466,0.003466
68,13743,0.03585,0.20931,0.03705,0.97753,0.97862,0.97142,0.97139,0.00487,0.09499,0.01275,0.003367,0.003367,0.003367
69,13942,0.03419,0.20756,0.03595,0.97574,0.97667,0.97159,0.97156,0.00512,0.09734,0.01341,0.003268,0.003268,0.003268
70,14141.4,0.03415,0.20543,0.0357,0.97574,0.97667,0.97138,0.97134,0.00551,0.0994,0.01422,0.003169,0.003169,0.003169
71,14340.5,0.03241,0.20048,0.03412,0.97534,0.97667,0.97312,0.97309,0.00558,0.10091,0.0135,0.00307,0.00307,0.00307
72,14539.3,0.03063,0.19607,0.03178,0.97408,0.97566,0.97203,0.972,0.00583,0.10269,0.01372,0.002971,0.002971,0.002971
73,14737.9,0.02922,0.18522,0.02979,0.97356,0.9749,0.97039,0.97037,0.00576,0.10413,0.01338,0.002872,0.002872,0.002872
74,14937.5,0.02841,0.1927,0.02983,0.97353,0.9749,0.97135,0.97133,0.00576,0.10463,0.0134,0.002773,0.002773,0.002773
75,15135.8,0.0255,0.18751,0.02663,0.97344,0.9749,0.97101,0.971,0.00551,0.10461,0.01291,0.002674,0.002674,0.002674
76,15334.7,0.02676,0.18217,0.02804,0.97336,0.9749,0.97089,0.97085,0.00533,0.10442,0.01258,0.002575,0.002575,0.002575
77,15533.5,0.02599,0.17896,0.0292,0.97338,0.9749,0.97041,0.97038,0.00527,0.10428,0.01234,0.002476,0.002476,0.002476
78,15732.5,0.0234,0.17055,0.02459,0.97412,0.97566,0.97285,0.97282,0.0054,0.1041,0.01264,0.002377,0.002377,0.002377
79,15932.2,0.02256,0.16777,0.02289,0.97463,0.97487,0.97293,0.9729,0.00552,0.10414,0.01281,0.002278,0.002278,0.002278
80,16131,0.02352,0.17231,0.02556,0.9757,0.97566,0.97312,0.97309,0.00526,0.10333,0.01244,0.002179,0.002179,0.002179
81,16329.9,0.02264,0.17962,0.02395,0.97588,0.97555,0.97258,0.97256,0.00506,0.10259,0.01217,0.00208,0.00208,0.00208
82,16529.4,0.02182,0.16066,0.02249,0.97536,0.97566,0.97292,0.97288,0.0051,0.10303,0.01223,0.001981,0.001981,0.001981
83,16728.4,0.0195,0.14884,0.02058,0.97511,0.97566,0.97284,0.97281,0.00526,0.10437,0.01236,0.001882,0.001882,0.001882
84,16927.5,0.01842,0.14544,0.01958,0.97506,0.97566,0.97332,0.97329,0.00537,0.10545,0.01247,0.001783,0.001783,0.001783
85,17146.1,0.01901,0.15056,0.02161,0.97567,0.97566,0.97342,0.97339,0.00502,0.1056,0.01202,0.001684,0.001684,0.001684
86,17345.5,0.01768,0.14492,0.01895,0.97474,0.97448,0.97292,0.97289,0.00462,0.10512,0.01147,0.001585,0.001585,0.001585
87,17544.6,0.01618,0.13931,0.01705,0.9748,0.97448,0.97325,0.97322,0.00432,0.10432,0.01091,0.001486,0.001486,0.001486
88,17743.5,0.01461,0.13092,0.01606,0.97477,0.97482,0.97325,0.97322,0.00418,0.10394,0.01061,0.001387,0.001387,0.001387
89,17942.9,0.01381,0.12483,0.01522,0.97532,0.97685,0.97367,0.97363,0.00414,0.10381,0.01053,0.001288,0.001288,0.001288
90,18247.4,0.01239,0.12159,0.01343,0.97541,0.97685,0.97379,0.97375,0.00418,0.10372,0.0106,0.001189,0.001189,0.001189
91,18577,0.00855,0.07057,0.01574,0.97551,0.97685,0.97311,0.97307,0.0042,0.10354,0.01061,0.00109,0.00109,0.00109
92,18931.8,0.00746,0.05517,0.01184,0.97557,0.97685,0.97305,0.97302,0.00414,0.10287,0.01051,0.000991,0.000991,0.000991
93,19310.5,0.00622,0.0501,0.00986,0.97563,0.97685,0.97356,0.97352,0.004,0.10217,0.01027,0.000892,0.000892,0.000892
94,19670.9,0.00618,0.04351,0.00991,0.97564,0.97685,0.97219,0.97216,0.0039,0.10156,0.01003,0.000793,0.000793,0.000793
95,19982.5,0.00548,0.04218,0.00889,0.97565,0.97685,0.97191,0.97187,0.00376,0.10072,0.00977,0.000694,0.000694,0.000694
96,20354.5,0.00453,0.0426,0.00744,0.97566,0.97685,0.97346,0.97342,0.00364,0.09998,0.00947,0.000595,0.000595,0.000595
97,20735.8,0.00388,0.02942,0.00669,0.97574,0.97685,0.97287,0.97282,0.00353,0.09934,0.0092,0.000496,0.000496,0.000496
98,21080.4,0.00365,0.02963,0.00696,0.97578,0.97685,0.97253,0.9725,0.00339,0.09907,0.00892,0.000397,0.000397,0.000397
99,21415,0.00289,0.02692,0.00528,0.97584,0.97685,0.9719,0.97186,0.00329,0.09859,0.0087,0.000298,0.000298,0.000298
100,21792.7,0.00245,0.02456,0.00461,0.97587,0.97685,0.97172,0.97168,0.00316,0.09835,0.00846,0.000199,0.000199,0.000199
