epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
55,88556.7,0.02999,0.31718,0.03339,0.71026,0.96645,0.94028,0.93893,0.03756,1.36369,0.1036,0.004654,0.004654,0.004654
56,90302.2,0.02899,0.31228,0.0348,0.98375,0.98853,0.98626,0.9856,0.03125,0.12842,0.08759,0.004555,0.004555,0.004555
57,92076.2,0.02656,0.29979,0.02939,0.99364,0.98901,0.98648,0.98604,0.02758,0.10781,0.07727,0.004456,0.004456,0.004456
58,93851.8,0.0223,0.30205,0.02609,0.99312,0.98962,0.98846,0.98783,0.0244,0.10057,0.06964,0.004357,0.004357,0.004357
59,95619.6,0.01907,0.29182,0.02221,0.99313,0.98996,0.98854,0.98811,0.0222,0.09551,0.06471,0.004258,0.004258,0.004258
60,97387,0.01732,0.28217,0.02034,0.99321,0.99029,0.98855,0.98812,0.02002,0.09014,0.05871,0.004159,0.004159,0.004159
61,99120.2,0.02148,0.28743,0.02375,0.99291,0.99011,0.98857,0.98812,0.01785,0.08577,0.05279,0.00406,0.00406,0.00406
62,100909,0.01844,0.28199,0.02204,0.99308,0.99041,0.98857,0.98834,0.01595,0.08113,0.0491,0.003961,0.003961,0.003961
63,102698,0.02265,0.27938,0.02757,0.99315,0.99056,0.98859,0.98835,0.01402,0.07603,0.04446,0.003862,0.003862,0.003862
64,104472,0.02399,0.27999,0.0296,0.99431,0.98968,0.98864,0.9882,0.01265,0.07292,0.0413,0.003763,0.003763,0.003763
65,106241,0.01722,0.26108,0.02058,0.99294,0.99076,0.98856,0.98811,0.01225,0.07221,0.03975,0.003664,0.003664,0.003664
66,107963,0.01616,0.26285,0.0191,0.99316,0.991,0.98858,0.98812,0.01176,0.07057,0.03749,0.003565,0.003565,0.003565
67,109698,0.01707,0.26592,0.02103,0.99309,0.99099,0.98857,0.9881,0.01098,0.06955,0.0349,0.003466,0.003466,0.003466
68,111429,0.01588,0.25586,0.01929,0.99333,0.99125,0.98859,0.98812,0.0102,0.06763,0.03198,0.003367,0.003367,0.003367
69,113131,0.01524,0.24876,0.01841,0.99421,0.99178,0.98887,0.98839,0.00978,0.0662,0.03042,0.003268,0.003268,0.003268
70,114841,0.01669,0.25176,0.02054,0.9942,0.99178,0.98864,0.98816,0.00903,0.06416,0.02877,0.003169,0.003169,0.003169
71,116533,0.02373,0.25202,0.02885,0.99379,0.99127,0.98871,0.98821,0.00835,0.0626,0.02708,0.00307,0.00307,0.00307
